"ImageURL","Title","Artist","Year","happy"
"https://uploads1.wikiart.org/00116/images/carl-holsoe/051l12102-6m7vs-reshot.jpg","Girl in an Interior","Carl Hols&#248;e","1900","0.600"
"https://uploads2.wikiart.org/images/carlo-crivelli/virgin-and-child-enthroned.jpg","Virgin and Child Enthroned","Carlo Crivelli","1476","0.600"
"https://uploads5.wikiart.org/images/frans-hals/fisher-boy-1632.jpg","Fisher Boy","Frans Hals","1630-1632","0.600"
"https://uploads6.wikiart.org/images/john-crome/back-of-the-new-mills-norfolk-1817.jpg","Back of the New Mills, Norfolk","John Crome","1817","0.600"
"https://uploads3.wikiart.org/images/giovanni-antonio-boltraffio/portrait-of-a-youth-holding-an-arrow-1510.jpg","Portrait of a Youth Holding an Arrow","Giovanni Antonio Boltraffio","1500","0.600"
"https://uploads5.wikiart.org/images/camille-corot/in-the-forest-of-fontainebleau.jpg","In the Forest of Fontainebleau","Camille Corot","1860-1865","0.600"
"https://uploads7.wikiart.org/images/eduardo-arroyo/winston-churchill-1970.jpg","Winston Churchill","Eduardo Arroyo","1970","0.600"
"https://uploads3.wikiart.org/images/john-william-godward/dolce-far-niente-1904.jpg","Dolce Far Niente","John William Godward","1904","0.600"
"https://uploads7.wikiart.org/images/james-barry/orpheus.jpg","Orpheus","James Barry","XVIII-XIX cent.","0.600"
"https://uploads0.wikiart.org/images/gabriele-munter/portr-t-frau-signe-hallberg-1916.jpg","Portr&#228;t Frau Signe Hallberg","Gabriele Munter","1916","0.600"
"https://uploads8.wikiart.org/images/leonor-fini/girl-friends-1952.jpg","Girl Friends","Leonor Fini","1952","0.600"
"https://uploads5.wikiart.org/images/alma-woodsey-thomas/air-view-of-a-spring-nursery-1966.jpg","Air View of a Spring Nursery","Alma Woodsey Thomas","1966","0.600"
"https://uploads7.wikiart.org/images/jean-honore-fragonard/the-love-letter.jpg","The Love Letter","Jean-Honore Fragonard","1770-1780","0.600"
"https://uploads0.wikiart.org/images/corneille/composition-with-figures-1971.jpg","Composition with Figures","Corneille","1971","0.600"
"https://uploads4.wikiart.org/images/dosso-dossi/allegory-of-music-1522.jpg","Allegory of Music","Dosso Dossi","1522","0.597"
"https://uploads5.wikiart.org/images/suzanne-valadon/after-the-bath-1908.jpg","After the bath","Suzanne Valadon","1908","0.596"
"https://uploads8.wikiart.org/images/albert-marquet/port-of-marseilles-1916.jpg","Port of Marseilles","Albert Marquet","1916","0.592"
"https://uploads6.wikiart.org/images/george-catlin/h-l-te-m-l-te-t-z-te-n-ek-ee-sam-perryman-creek-chief-1834.jpg","H&#243;l-te-m&#225;l-te-t&#233;z-te-n&#233;ek-ee, Sam Perryman (Creek Chief)","George Catlin","1834","0.583"
"https://uploads6.wikiart.org/images/james-ensor/the-oyster-eater-1882(1).jpg","The Oyster Eater","James Ensor","1882","0.583"
"https://uploads3.wikiart.org/images/albert-marquet/the-port-of-marseliles-1904.jpg","The Port of Marseliles","Albert Marquet","1904","0.583"
"https://uploads8.wikiart.org/images/charles-cottet/femmes-de-plougastel-au-pardon-de-sainte-anne-la-palud-1903.jpg","Femmes de Plougastel au Pardon de Sainte-Anne-La-Palud","Charles Cottet","1903","0.583"
"https://uploads1.wikiart.org/images/georges-lemmen/family-gathering-in-saint-idesbald.jpg","Family Gathering in Saint Idesbald","Georges Lemmen","XIX-XX cent.","0.583"
"https://uploads5.wikiart.org/images/sandro-botticelli/primavera-1478(1).jpg","Primavera","Sandro Botticelli","1478","0.583"
"https://uploads6.wikiart.org/images/raphael/the-madonna-conestabile-1502.jpg","The Madonna Conestabile","Raphael","1502","0.583"
"https://uploads0.wikiart.org/images/santiago-rusinol/the-landing-stage-1911.jpg","The Landing Stage","Santiago Rusinol","1911","0.583"
"https://uploads4.wikiart.org/images/john-william-godward/the-muse-erato-at-her-lyre-1895.jpg","The Muse Erato at her Lyre","John William Godward","1895","0.583"
"https://uploads1.wikiart.org/images/caravaggio/the-lute-player-1(1).jpg","The Lute Player","Caravaggio","1596","0.583"
"https://uploads6.wikiart.org/images/allan-ramsay/mary-digges-1737-1829-lady-robert-manners.jpg","Mary Digges (1737-1829) Lady Robert Manners","Allan Ramsay","XVIII cent.","0.583"
"https://uploads2.wikiart.org/images/lyonel-feininger/carnival-in-arcueil-1911.jpg","Carnival in Arcueil","Lyonel Feininger","1911","0.583"
"https://uploads5.wikiart.org/images/jacob-van-strij/herdsman-with-resting-cattle.jpg","Herdsman with resting cattle","Jacob van Strij","XVIII-XIX cent.","0.583"
"https://uploads0.wikiart.org/images/thomas-eakins/max-schmitt-in-a-single-scull-1871.jpg","Max Schmitt in a Single Scull","Thomas Eakins","1871","0.583"
"https://uploads5.wikiart.org/images/adolph-menzel/weekday-in-paris-1869.jpg","Weekday in Paris","Adolph Menzel","1869","0.583"
"https://uploads4.wikiart.org/00146/images/jeremy-henderson/jeremy-henderson-145-012-in-the-garden-of-infinite-choice-1989-oil-on-canvas-121x122cm-sold-queens.jpg","In the Garden of Infinite Choice","Jeremy Henderson","1989","0.583"
"https://uploads8.wikiart.org/images/anne-louis-girodet/pygmalion-et-galat-e-1819(1).jpg","Pygmalion et Galat&#233;e","Anne-Louis Girodet","1819","0.583"
"https://uploads5.wikiart.org/images/albert-marquet/nude-on-a-divan-1912.jpg","Nude on a Divan","Albert Marquet","1912","0.583"
"https://uploads6.wikiart.org/images/auguste-herbin/flowers-1906.jpg","Flowers","Auguste Herbin","1906","0.583"
"https://uploads0.wikiart.org/images/albert-anker/louise-anker-1874.jpg","Louise Anker","Albert Anker","1874","0.583"
"https://uploads3.wikiart.org/images/konstantinos-parthenis/vuew-of-kavala-1904.jpg","Landscape from Kavala","Konstantinos Parthenis","1904","0.583"
"https://uploads0.wikiart.org/images/john-russell/small-girl-presenting-cherries-1780.jpg","Small Girl Presenting Cherries","John Russell","1780","0.583"
"https://uploads6.wikiart.org/images/vasily-sadovnikov/the-arch-of-the-general-headquarters-building.jpg","The Arch of the General Headquarters Building","Vasily Sadovnikov","1830","0.583"
"https://uploads1.wikiart.org/images/michelangelo/holy-family-with-st-john-the-baptist.jpg","Holy Family with St. John the Baptist","Michelangelo","1506","0.583"
"https://uploads2.wikiart.org/images/marsden-hartley/mont-sainte-victoire-1927.jpg","Mont Sainte-Victoire","Marsden Hartley","1927","0.583"
"https://uploads4.wikiart.org/images/tom-roberts/the-artist-s-camp-1886.jpg","The Artist&#39;s Camp","Tom Roberts","1886","0.583"
"https://uploads2.wikiart.org/images/benozzo-gozzoli/madonna-and-child-giving-blessings.jpg","Madonna and Child Giving Blessings","Benozzo Gozzoli","1449","0.583"
"https://uploads6.wikiart.org/images/richard-wilson/italian-landscape-morning-1765.jpg","Italian Landscape (Morning)","Richard Wilson","1765","0.583"
"https://uploads0.wikiart.org/images/marie-laurencin/apollinaire-and-his-friends-1909.jpg","Apollinaire and His Friends","Marie Laurencin","1909","0.583"
"https://uploads1.wikiart.org/images/thomas-jones/naples-buildings-on-a-cliff-top-1782.jpg","Naples. Buildings on a Cliff Top","Thomas Jones","1782","0.580"
"https://uploads7.wikiart.org/images/gerard-david/a-rest-during-the-flight-to-egypt.jpg","A Rest During the Flight to Egypt","Gerard David","1510-1515","0.577"
"https://uploads8.wikiart.org/images/august-macke/vegetable-fields.jpg","Vegetable fields","August Macke","1911","0.577"
"https://uploads6.wikiart.org/images/henri-matisse/la-gerbe-1953.jpg","La gerbe","Henri Matisse","1953","0.571"
"https://uploads5.wikiart.org/images/pieter-aertsen/market-woman-at-a-vegetable-stand-1567.jpg","Market woman at a vegetable stand","Pieter Aertsen","1567","0.571"
"https://uploads1.wikiart.org/images/j-zsef-rippl-r-nai/manor-house-at-k-rtv-lyes-1907.jpg","Manor-House at K&#246;rtv&#233;lyes","Jozsef Rippl-Ronai","1907","0.571"
"https://uploads6.wikiart.org/images/giovanni-antonio-boltraffio/the-virgin-and-child-the-madonna-of-the-rose.jpg","The Virgin and Child (The Madonna of the Rose)","Giovanni Antonio Boltraffio","XV-XVI cent.","0.571"
"https://uploads1.wikiart.org/images/mikhail-lebedev/albano.jpg","Albano","Mikhail Lebedev","XIX cent.","0.571"
"https://uploads7.wikiart.org/images/wilhelm-leibl/portr-t-des-tierarztes-dr-reindl-in-der-laube-1890.jpg","Portr&#228;t des Tierarztes Dr. Reindl in der Laube","Wilhelm Leibl","1890","0.571"
"https://uploads2.wikiart.org/images/annibale-carracci/the-laughing-youth-1583.jpg","The Laughing Youth","Annibale Carracci","1583","0.571"
"https://uploads2.wikiart.org/images/pavel-svinyin/steamboat-travel-on-the-hudson-river.jpg","Steamboat Travel on the Hudson River","Pavel Svinyin","1812","0.571"
"https://uploads5.wikiart.org/images/nicolas-de-sta-l/les-musiciens-1952.jpg","Les Musiciens","Nicolas de Sta&#235;l","1952","0.566"
"https://uploads6.wikiart.org/images/thomas-girtin/the-river-tweed-near-kelso-1800.jpg","The River Tweed near Kelso","Thomas Girtin","1800","0.563"
"https://uploads5.wikiart.org/images/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788.jpg","Benjamin and Eleanor Ridgley Laming","Charles Willson Peale","1788","0.550"
"https://uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg","View on the Cote d&#39;Azur, Menton","Roger Fry","1916","0.545"
"https://uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg","Greek Woman at the Bath","Joseph-Marie Vien","1767","0.545"
"https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg","Rye","Fyodor Vasilyev","1870","0.545"
"https://uploads7.wikiart.org/images/fyodor-alekseyev/north-side-of-red-square-1802.jpg","North side of Red Square","Fyodor Alekseyev","1802","0.545"
"https://uploads2.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-young-woman-in-a-pinned-hat-1435.jpg","Portrait of a Young Woman in a Pinned Hat","Rogier van der Weyden","1435","0.545"
"https://uploads8.wikiart.org/images/gustave-singier/collines-1954.jpg","Collines","Gustave Singier","1954","0.545"
"https://uploads4.wikiart.org/images/samuel-buri/untitled-1984.jpg","Untitled","Samuel Buri","1984","0.545"
"https://uploads6.wikiart.org/00103/images/pieter-bruegel-the-elder/icarus.jpg","Landscape with the Fall of Icarus","Pieter Bruegel the Elder","1560","0.545"
"https://uploads7.wikiart.org/images/guido-molinari/untitled-1954.jpg","Untitled","Guido Molinari","1954","0.545"
"https://uploads6.wikiart.org/images/frans-hals/malle-babbe-1635.jpg","Malle Babbe","Frans Hals","1633-1635","0.545"
"https://uploads1.wikiart.org/images/marc-vaux/blossom-1964.jpg","Blossom","Marc Vaux","1964","0.545"
"https://uploads7.wikiart.org/images/bernardo-bellotto/the-arch-of-constantine-1742.jpg","The Arch of Constantine","Bernardo Bellotto","1742","0.545"
"https://uploads3.wikiart.org/images/jean-auguste-dominique-ingres/the-turkish-bath-1863.jpg","The Turkish Bath","Jean Auguste Dominique Ingres","1863","0.545"
"https://uploads2.wikiart.org/images/anne-louis-girodet/hortense-de-beauharnais-1809(1).jpg","Hortense de Beauharnais","Anne-Louis Girodet","1809","0.545"
"https://uploads5.wikiart.org/images/adriaen-brouwer/youth-making-a-face.jpg","Youth Making a Face","Adriaen Brouwer","1633","0.545"
"https://uploads4.wikiart.org/images/john-wilson-carmichael/the-ship-isabella-at-sea-1820.jpg","The Ship Isabella at Sea","John Wilson Carmichael","1820","0.545"
"https://uploads0.wikiart.org/images/robert-qualters/nick-s-shoe-repair-1984.jpg","Nickâs Shoe Repair","Robert Qualters","1984","0.545"
"https://uploads4.wikiart.org/images/franz-marc/the-steer-the-bull-1911.jpg","The Steer (The Bull)","Franz Marc","1911","0.545"
"https://uploads2.wikiart.org/images/james-barry/the-birth-of-pandora.jpg","The Birth of Pandora","James Barry","XVIII-XIX cent.","0.545"
"https://uploads2.wikiart.org/images/thomas-gainsborough/john-plampin.jpg","John Plampin","Thomas Gainsborough","1753-1755","0.545"
"https://uploads0.wikiart.org/images/lorenzo-lotto/the-annunciation.jpg","The Annunciation","Lorenzo Lotto","1534","0.545"
"https://uploads5.wikiart.org/images/james-tissot/on-the-thames.jpg","On the Thames","James Tissot","1874","0.545"
"https://uploads4.wikiart.org/images/gulacsy-lajos/the-opium-smoker-s-dream-1918.jpg","The Opium Smoker&#39;s Dream","Lajos Gulacsy ","1918","0.545"
"https://uploads0.wikiart.org/00123/images/charles-courtney-curran/a-breezy-day-1887.jpg","A Breezy Day","Charles Courtney Curran","1887","0.545"
"https://uploads8.wikiart.org/images/jean-auguste-dominique-ingres/madame-gonse-1852.jpg","Madame Gonse","Jean Auguste Dominique Ingres","1852","0.545"
"https://uploads5.wikiart.org/images/esaias-van-de-velde/ferry-boat-1622.jpg","Ferry Boat","Esaias van de Velde","1622","0.545"
"https://uploads7.wikiart.org/images/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg","Portrait of Simonetta Vespucci as Cleopatra","Piero di Cosimo","1490","0.545"
"https://uploads2.wikiart.org/images/edward-wadsworth/still-life-1926.jpg","Still Life","Edward Wadsworth","1926","0.545"
"https://uploads5.wikiart.org/images/thomas-jones/mount-vesuvius-from-torre-dell-annunziata-near-naples-1783.jpg","Mount Vesuvius from Torre dellâAnnunziata near Naples","Thomas Jones","1783","0.545"
"https://uploads3.wikiart.org/images/maurice-denis/green-trees-or-the-beeches-of-kerduel.jpg","Landscape with Green Trees or Beech Trees in Kerduel","Maurice Denis","1893","0.545"
"https://uploads8.wikiart.org/images/gustave-singier/provence-soleil-mer-froide-1958.jpg","Provence Soleil Mer Froide","Gustave Singier","1958","0.545"
"https://uploads0.wikiart.org/images/edgar-degas/two-ballet-dancers.jpg","Two Ballet Dancers","Edgar Degas","1879","0.545"
"https://uploads1.wikiart.org/images/mikhail-lebedev/view-of-albano-near-rome.jpg","View of Albano, near Rome","Mikhail Lebedev","1836","0.545"
"https://uploads8.wikiart.org/images/hercules-seghers/town-with-four-towers.jpg","Town with four towers","Hercules Seghers","1631","0.545"
"https://uploads7.wikiart.org/images/vincent-van-gogh/sower-with-setting-sun-1888-3.jpg","Sower with Setting Sun","Vincent van Gogh","1888","0.545"
"https://uploads6.wikiart.org/images/arthur-segal/vom-strande-page-1-1913.jpg","Vom Strande. Page 1","Arthur Segal","1913","0.545"
"https://uploads7.wikiart.org/images/peter-max/love-1969.jpg","Love","Peter Max","1969","0.545"
"https://uploads6.wikiart.org/images/fyodor-vasilyev/illumination-in-st-petersburg.jpg","Illumination in St. Petersburg","Fyodor Vasilyev","1869","0.545"
"https://uploads8.wikiart.org/images/samuel-buri/akt-1997.jpg","Akt","Samuel Buri","1997","0.545"
"https://uploads2.wikiart.org/images/maxime-maufra/douarnenez-in-sunshine-1897.jpg","Douarnenez in Sunshine","Maxime Maufra","1897","0.545"
"https://uploads3.wikiart.org/images/pietro-longhi/the-letter.jpg","The Letter","Pietro Longhi","1746","0.545"
"https://uploads2.wikiart.org/images/niccolo-cannicci/la-mamma-delle-oche-1890.jpg","La mamma delle oche","Niccolo Cannicci","1890","0.545"
"https://uploads1.wikiart.org/images/olivier-debre/blanche-variante-taches-rouges-de-royan-1981.jpg","Blanche variante taches rouges de Royan","Olivier Debre","1981","0.545"
"https://uploads7.wikiart.org/images/jean-marc-nattier/madame-louise-of-france-1748.jpg","Madame Louise of France","Jean-Marc Nattier","1748","0.545"
"https://uploads0.wikiart.org/images/jean-marc-nattier/the-music-lesson-1710.jpg","The Music Lesson","Jean-Marc Nattier","1710","0.545"
"https://uploads0.wikiart.org/images/charles-willson-peale/william-smith-and-his-grandson-1788.jpg","William Smith and His Grandson","Charles Willson Peale","1788","0.545"
"https://uploads6.wikiart.org/images/anita-malfatti/o-farol-1915.jpg","O Farol","Anita Malfatti","1915","0.545"
"https://uploads6.wikiart.org/00148/images/quentin-matsys/quentin-metsys-madonna-col-bambino-1510-25-ca-01.JPG","Pittura Fiamminga Al Louvre, Parigi","Quentin Matsys","XV-XVI cent.","0.545"
"https://uploads0.wikiart.org/images/giacomo-quarenghi/ruined-tower-and-orlovsky-gate.jpg","Ruined tower and Orlovsky gate","Giacomo Quarenghi","XVIII-XIX cent.","0.545"
"https://uploads4.wikiart.org/00128/images/mildred-anne-butler/meditation-1889.jpeg","Meditation","Mildred Anne Butler","1889","0.545"
"https://uploads2.wikiart.org/images/thomas-jones/the-bay-of-naples-and-the-mole-lighthouse-1782.jpg","The Bay of Naples and the Mole Lighthouse","Thomas Jones","1782","0.545"
"https://uploads5.wikiart.org/images/anthony-van-dyck/the-rest-on-the-flight-to-egypt-1630.jpg","The Rest on the Flight to Egypt","Anthony van Dyck","1630","0.545"
"https://uploads3.wikiart.org/images/domenico-ghirlandaio/the-nativity.jpg","The Nativity","Domenico Ghirlandaio","1492","0.545"
"https://uploads0.wikiart.org/images/edouard-manet/a-bar-at-the-folies-bergere-1882-1.jpg","A Bar at the Folies-Bergere","Edouard Manet","1882","0.545"
"https://uploads8.wikiart.org/00146/images/jozef-pankiewicz/haystacks-pankiewitcz.jpg","73.5 Cm (28.94 In.). Painting - Oil on Canvas","J&#243;zef Pankiewicz","1912","0.545"
"https://uploads5.wikiart.org/00112/images/bartolomeo-veneto/beatrice-d-este-1510.jpg","Beatrice D&#39;Este","Bartolomeo Veneto","1510","0.545"
"https://uploads8.wikiart.org/images/gerrit-dou/interior-with-a-young-violinist-1637.jpg","Interior with a Young Violinist","Gerrit Dou","1637","0.545"
"https://uploads3.wikiart.org/images/martial-raysse/made-in-japan-1964.jpg","Made in Japan","Martial Raysse","1964","0.545"
"https://uploads3.wikiart.org/images/thomas-jones/rooftops-naples-1782.jpg","Rooftops, Naples","Thomas Jones","1782","0.545"
"https://uploads5.wikiart.org/images/frans-snyders/still-life-1.jpg","Still Life","Frans Snyders","1616","0.545"
"https://uploads7.wikiart.org/images/valentin-serov/girl-with-peaches-1887.jpg","Girl with Peaches","Valentin Serov","1887","0.545"
"https://uploads1.wikiart.org/images/bernardo-bellotto/church-of-the-holy-sacrament-in-the-new-town-1778.jpg","Church of the Holy Sacrament in the New Town","Bernardo Bellotto","1778","0.545"
"https://uploads8.wikiart.org/images/peter-blake/the-toy-shop-1962.jpg","The Toy Shop","Peter Blake","1962","0.542"
"https://uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg","Don Quixote and Sancho Pansa Having a Rest under a Tree","Honore Daumier","1855","0.538"
"https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg","The Seed of the Areoi","Paul Gauguin","1892","0.538"
"https://uploads6.wikiart.org/images/ernest-meissonier/chess-players-1853.jpg","Chess Players","Ernest Meissonier","1853","0.538"
"https://uploads6.wikiart.org/images/helene-schjerfbeck/girl-reading-1904.jpg","Girl Reading","Helene Schjerfbeck","1904","0.538"
"https://uploads4.wikiart.org/images/alfred-sisley/under-the-bridge-at-hampton-court-1874.jpg","Under the bridge at Hampton Court","Alfred Sisley","1874","0.538"
"https://uploads1.wikiart.org/images/caspar-david-friedrich/chalk-cliffs-on-r-gen-1818.jpg","Chalk Cliffs on R&#252;gen","Caspar David Friedrich","1818","0.538"
"https://uploads0.wikiart.org/images/antoine-watteau/embarkation-for-cythere.jpg","Pilgrimage on the Isle of Cythera","Antoine Watteau","1718","0.538"
"https://uploads2.wikiart.org/images/mary-cassatt/in-the-box.jpg","In the Box","Mary Cassatt","1879","0.538"
"https://uploads3.wikiart.org/images/pierre-narcisse-guerin/aurora-and-cephalus.jpg","Aurora  and Cephalus","Pierre-Narcisse Guerin","1810","0.538"
"https://uploads1.wikiart.org/images/eva-gonzales/nanny-with-a-child.jpg","Nanny with a Child","Eva Gonzales","1877-1878","0.538"
"https://uploads4.wikiart.org/images/jean-baptiste-greuze/the-village-bride-1761.jpg","The Village Bride","Jean-Baptiste Greuze","1761","0.538"
"https://uploads3.wikiart.org/images/george-catlin/ball-play-of-the-choctaw-ball-up-1850.jpg","Ball-play of the Choctaw--Ball Up","George Catlin","1850","0.538"
"https://uploads7.wikiart.org/images/charles-blackman/flowers-turning-into-the-moon.jpg","Flowers turning into the moon","Charles Blackman","XX cent.","0.538"
"https://uploads0.wikiart.org/images/gustave-loiseau/etretat-1902-1.jpg","Etretat","Gustave Loiseau","1902","0.538"
"https://uploads4.wikiart.org/images/pinturicchio/the-annunciation-1501.jpg","The Annunciation","Pinturicchio","1501","0.538"
"https://uploads5.wikiart.org/images/pablo-picasso/girl-on-the-ball-1905.jpg","Girl on the ball","Pablo Picasso","1905","0.537"
"https://uploads4.wikiart.org/images/pietro-perugino/marriage-of-the-virgin-1504.jpg","Marriage of the Virgin","Pietro Perugino","1502-1504","0.529"
"https://uploads1.wikiart.org/images/abraham-van-strij/cobbler-and-his-family.jpg","Cobbler and his family","Abraham van Strij","XVIII-XIX cent.","0.529"
"https://uploads1.wikiart.org/00116/images/carlo-crivelli/2.jpg","Annunciation with Saint Emidius","Carlo Crivelli","1486","0.529"
"https://uploads3.wikiart.org/images/bernardo-bellotto/the-marketplace-at-pirna.jpg","The Marketplace at Pirna","Bernardo Bellotto","1760","0.522"
"https://uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg","Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair","Adriaen van de Venne","1618","0.518"
"https://uploads6.wikiart.org/images/leonardo-da-vinci/mona-lisa.jpg","Mona Lisa","Leonardo da Vinci","1504","0.517"
"https://uploads6.wikiart.org/images/alma-woodsey-thomas/autumn-leaves-fluttering-in-the-breeze-1973.jpg","Autumn Leaves Fluttering in the Breeze","Alma Woodsey Thomas","1973","0.512"
"https://uploads8.wikiart.org/images/eyvind-earle/barns-by-the-sea.jpg","Barns By the Sea","Eyvind Earle","XX-XXI cent.","0.512"
"https://uploads7.wikiart.org/images/francois-boucher/venus-and-cupid-1752.jpg","Venus and Cupid","Francois Boucher","1750-1752","0.510"
"https://uploads5.wikiart.org/images/jan-van-eyck/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg","The Arnolfini Wedding. The Portrait of Giovanni Arnolfini and his Wife Giovanna Cenami (The Arnolfini Marriage)","Jan van Eyck","1434","0.508"
"https://uploads0.wikiart.org/images/rene-bertholo/arc-en-ciel-1971.jpg","Arc-en-Ciel","Rene Bertholo","1971","0.507"
"https://uploads4.wikiart.org/00127/images/jan-miense-molenaer/a-quack-and-his-assistant.jpg","Quack and His Assistant","Jan Miense Molenaer","1630","0.506"
